Rooms,Bathrooms,Floor Level,Year Built,View,Payment Method,Location,Amenities,Price_Numeric,Calculated_Price_Per_Meter,finishing_type,Type,price after 10 years
3.0,3 bathroom,13.0,2027.0,Inner,Cash or Installments,Muruj,C(BASICS),6985000.0,43441.76,superlux,Investment,12641000.0
1.0,1 bathroom,2.0,2026.0,Outer,Installments,Trivana,C(BASICS),2971000.0,39455.51,superlux,Own,
3.0,3 bathroom,4.0,2024.0,Outer,Cash,Violet 12 With,B(Compound),7334000.0,41376.59,superlux,Own,
3.0,2 bathroom,3.0,2028.0,Inner,Installments,The Golden Square,C(BASICS),5425000.0,27296.97,semi,Investment,9205000.0
3.0,2 bathroom,2.0,2025.0,Outer,Cash,Madinaty At A,C(BASICS),3253000.0,37292.22,superlux,Own,
1.0,1 bathroom,3.0,2026.0,Outer,Installments,Al Ahyaa,C(BASICS),3391000.0,53945.28,superlux,Own,
3.0,2 bathroom,2.0,2025.0,Outer,Cash or Installments,El Andalus 1,C(BASICS),2966000.0,21810.43,semi,Own,
3.0,2 bathroom,6.0,2025.0,Outer,Cash,Acid City,C(BASICS),3940000.0,33195.72,superlux,Own,
3.0,3 bathroom,7.0,2025.0,Outer,Cash or Installments,Diar 2 Compound,B(Compound),5925000.0,28447.28,semi,Own,
3.0,1 bathroom,1.0,1990.0,Outer,Cash,شارع محمد سالم,C(BASICS),1820000.0,16545.45,superlux,Own,
3.0,1 bathroom,2.0,2027.0,Outer,Cash,البنفسج فيلات,C(BASICS),7225000.0,34994.67,superlux,Own,
3.0,1 bathroom,2.0,2024.0,Outer,Cash or Installments,منطقة أ,C(BASICS),2354000.0,13279.18,without,Own,
2.0,1 bathroom,2.0,2026.0,Inner,Installments,مدينتيB12,B(Compound),4524000.0,51543.81,superlux,Own,
2.0,2 bathroom,7.0,2025.0,Outer,Cash or Installments,Gardenia Heights 3,B(Compound),2493000.0,20802.74,superlux,Own,
2.0,3 bathroom,1.0,2026.0,Inner,Installments,Creek Town Compound,B(Compound),11749000.0,69963.68,superlux,Own,
3.0,1 bathroom,4.0,2026.0,Outer,Installments,كمبوند أكتوبر بلازا,B(Compound),7206000.0,46484.32,superlux,Own,
2.0,1 bathroom,1.0,2025.0,Inner,Cash,Celia Talaat Moustafa,C(BASICS),4530000.0,45600.97,superlux,Own,
3.0,3 bathroom,1.0,2025.0,Inner,Cash or Installments,Neighborhood 5Th,C(BASICS),5197000.0,29705.63,semi,Own,
3.0,3 bathroom,2.0,2013.0,Outer,Cash,Sixteenth Neighborhood,C(BASICS),6327000.0,25396.38,without,Own,
3.0,2 bathroom,4.0,1990.0,Outer,Cash,El Hay El,C(BASICS),3465000.0,21048.48,superlux,Own,
2.0,2 bathroom,6.0,2028.0,Outer,Cash or Installments,Zahraa El Maadi,C(BASICS),4040000.0,28331.0,semi,Investment,7121000.0
3.0,3 bathroom,3.0,2025.0,Outer,Cash,شارع دمشق,C(BASICS),3528000.0,22011.48,superlux,Own,
3.0,1 bathroom,3.0,2026.0,Outer,Installments,التسعين الجنوبي –,C(BASICS),6892000.0,46401.4,without,Investment,10621000.0
3.0,3 bathroom,5.0,2028.0,Outer,Cash or Installments,Address Home 2,C(BASICS),4644000.0,32754.97,without,Investment,7139000.0
3.0,2 bathroom,13.0,2026.0,Inner,Cash or Installments,Muruj,B(Compound),10627000.0,49543.12,superlux,Investment,25717000.0
2.0,1 bathroom,2.0,2025.0,Inner,Installments,Holidays Park –,B(Compound),7303000.0,91173.53,superlux,Own,
3.0,2 bathroom,2.0,2027.0,Outer,Cash or Installments,طريق احمد زويل,C(BASICS),4889000.0,32073.74,semi,Investment,7907000.0
3.0,3 bathroom,7.0,2020.0,Outer,Cash,شارع البطل أحمد,C(BASICS),7780000.0,40882.82,superlux,Own,
2.0,1 bathroom,2.0,2020.0,Inner,Cash,Westclay Compound,B(Compound),4559000.0,47204.39,superlux,Own,
3.0,2 bathroom,2.0,2025.0,Inner,Cash,شارع البطراوي,C(BASICS),4857000.0,26691.21,semi,Own,
1.0,1 bathroom,1.0,2026.0,Outer,Installments,An Upscale Community,C(BASICS),2187000.0,32332.94,superlux,Own,
3.0,3 bathroom,1.0,2025.0,Inner,Cash,October Plaza Compound,B(Compound),9860000.0,55013.11,without,Own,
3.0,2 bathroom,4.0,2027.0,Outer,Cash,المستثمر الصغير,C(BASICS),4987000.0,27237.97,superlux,Own,
3.0,3 bathroom,1.0,2012.0,Outer,Cash,Street 2,C(BASICS),2910000.0,16504.08,superlux,Own,
3.0,3 bathroom,12.0,2027.0,Outer,Installments,Muruj,B(Compound),11243000.0,55302.51,superlux,Investment,26346000.0
2.0,1 bathroom,4.0,2024.0,Outer,Cash or Installments,Sudan St,B(Compound),2260000.0,18284.79,semi,Own,
3.0,1 bathroom,3.0,2025.0,Inner,Cash,عمارات الهيئة,C(BASICS),4773000.0,34266.64,semi,Own,
3.0,1 bathroom,1.0,2028.0,Inner,Installments,The Pearl Compound,B(Compound),4094000.0,31572.45,semi,Investment,9526000.0
2.0,1 bathroom,1.0,2029.0,Outer,Cash or Installments,The Harv Compound,B(Compound),6173000.0,41382.32,without,Investment,13362000.0
3.0,3 bathroom,5.0,2005.0,Outer,Cash,Dar Misr Al,C(BASICS),3653000.0,25422.79,superlux,Own,
3.0,1 bathroom,2.0,2025.0,Outer,Cash or Installments,تلوي,C(BASICS),9098000.0,65941.87,semi,Own,
3.0,3 bathroom,3.0,2026.0,Inner,Cash,النرجس الجديدة,C(BASICS),3518000.0,17386.58,semi,Own,
3.0,3 bathroom,1.0,2027.0,Inner,Installments,الحي الأول,C(BASICS),1884000.0,15580.55,semi,Own,
3.0,2 bathroom,3.0,2027.0,Inner,Cash or Installments,Area G,C(BASICS),4636000.0,26376.88,without,Investment,7367000.0
2.0,2 bathroom,1.0,2024.0,Inner,Installments,وصال ريزيدنس,C(BASICS),8171000.0,43018.85,superlux,Own,
3.0,3 bathroom,1.0,2025.0,Inner,Installments,Abdel Aziz Al,C(BASICS),6875000.0,44843.78,superlux,Own,
3.0,3 bathroom,2.0,2020.0,Outer,Cash,Shooting Club Area,C(BASICS),10295000.0,45220.94,semi,Own,
2.0,2 bathroom,1.0,2025.0,Inner,Cash,Jiwar Residence –,B(Compound),6937000.0,63888.38,superlux,Own,
1.0,1 bathroom,1.0,2028.0,Inner,Installments,A Full Service,C(BASICS),3706000.0,58648.52,superlux,Investment,6451000.0
2.0,1 bathroom,3.0,2026.0,Outer,Cash,A Premium Resort,C(BASICS),4056000.0,44361.81,semi,Own,
4.0,3 bathroom,6.0,2029.0,Inner,Cash or Installments,Selim St.,C(BASICS),7299000.0,27212.74,superlux,Investment,12891000.0
3.0,3 bathroom,3.0,2028.0,Inner,Cash or Installments,كمبوند ادريس هوم,B(Compound),4669000.0,29225.09,without,Investment,10342000.0
3.0,2 bathroom,1.0,2024.0,Outer,Cash,كمبوند ماونتن فيو,B(Compound),9712000.0,50686.29,semi,Own,
3.0,3 bathroom,3.0,2023.0,Inner,Cash,المنيل الروضة 190,B(Compound),6505000.0,35380.18,semi,Own,
3.0,2 bathroom,3.0,2024.0,Outer,Cash or Installments,Jasmine Gardens Compound,B(Compound),2894000.0,19907.82,semi,Own,
4.0,3 bathroom,3.0,2025.0,Outer,Installments,الحي الثالث,C(BASICS),4034000.0,23472.59,semi,Own,
3.0,3 bathroom,2.0,2022.0,Inner,Cash,Mountain View Hyde,B(Compound),6829000.0,39877.37,superlux,Own,
3.0,3 bathroom,9.0,2015.0,Outer,Cash,El Kornfol 4,C(BASICS),5046000.0,31676.08,superlux,Own,
2.0,2 bathroom,4.0,2015.0,Outer,Cash,El Merag El,C(BASICS),3685000.0,24313.8,semi,Own,
3.0,2 bathroom,2.0,2026.0,Inner,Installments,West View Residence,B(Compound),9244000.0,61089.08,superlux,Own,
2.0,1 bathroom,1.0,2026.0,Outer,Installments,The Heart Of,C(BASICS),4595000.0,37934.45,superlux,Own,
2.0,1 bathroom,2.0,2023.0,Outer,Cash,شارع الحي الثالث,C(BASICS),3402000.0,25739.58,superlux,Own,
1.0,1 bathroom,4.0,2025.0,Inner,Installments,Lavanda Beach Resort,C(BASICS),3453000.0,50652.78,superlux,Own,
2.0,2 bathroom,1.0,2027.0,Outer,Installments,Mv,C(BASICS),8419000.0,62409.19,superlux,Investment,14310000.0
3.0,2 bathroom,9.0,2017.0,Outer,Cash or Installments,مروج سموحة الإسكندرية,C(BASICS),8678000.0,52908.18,without,Own,
3.0,3 bathroom,2.0,2028.0,Outer,Cash or Installments,كمبوند ادريس هوم,B(Compound),4835000.0,34152.72,semi,Investment,10904000.0
3.0,3 bathroom,1.0,2028.0,Outer,Cash or Installments,Garden City| 156,B(Compound),10080000.0,59113.3,semi,Investment,22759000.0
2.0,1 bathroom,4.0,2026.0,Outer,Cash,Il Mondo Compound,B(Compound),3400000.0,29429.59,semi,Own,
3.0,3 bathroom,3.0,2028.0,Outer,Installments,كمبوند الباتيو أورو,B(Compound),8702000.0,51478.94,superlux,Investment,20335000.0
3.0,2 bathroom,3.0,2028.0,Outer,Cash or Installments,The Pearl Compound,B(Compound),5171000.0,32715.42,semi,Investment,11645000.0
2.0,1 bathroom,2.0,2026.0,Inner,Installments,A Strategic Location,C(BASICS),5605000.0,67448.86,superlux,Own,
3.0,3 bathroom,1.0,2025.0,Outer,Cash,النرجس2 فيلات التجمع,B(Compound),10003000.0,34929.12,superlux,Own,
4.0,3 bathroom,2.0,2026.0,Inner,Cash or Installments,Rivan Residence R7,C(BASICS),12193000.0,64839.14,semi,Own,
4.0,4 bathroom,2.0,2028.0,Outer,Cash or Installments,Oia Compound New,B(Compound),4786000.0,26370.6,without,Investment,10284000.0
3.0,2 bathroom,4.0,2026.0,Outer,Cash,شارع الامراء,C(BASICS),2593000.0,15228.75,without,Own,
3.0,2 bathroom,1.0,2026.0,Inner,Installments,Sarai Over Installments,B(Compound),10710000.0,57441.67,semi,Own,
2.0,2 bathroom,1.0,2002.0,Outer,Cash,Kafr Tohormos Rd,C(BASICS),1873000.0,13708.56,superlux,Own,
3.0,2 bathroom,1.0,2028.0,Outer,Cash or Installments,The View Residence,B(Compound),24381000.0,89491.26,superlux,Investment,57841000.0
2.0,2 bathroom,7.0,2023.0,Outer,Cash or Installments,Zahraa El Maadi,C(BASICS),4461000.0,32676.53,semi,Own,
1.0,1 bathroom,4.0,2006.0,Outer,Cash,Acid City,C(BASICS),2904000.0,31996.47,superlux,Own,
3.0,3 bathroom,3.0,2026.0,Inner,Cash or Installments,شارع ادم تاني,C(BASICS),2536000.0,16017.18,semi,Own,
3.0,2 bathroom,5.0,2004.0,Outer,Cash,عمارات مصر للتعمير,C(BASICS),4388000.0,29261.14,superlux,Own,
2.0,2 bathroom,3.0,2025.0,Outer,Installments,El Nasr St.,C(BASICS),3301000.0,25421.64,semi,Own,
3.0,2 bathroom,1.0,2025.0,Inner,Cash,Tijan 2 Compound,B(Compound),6205000.0,39724.71,superlux,Own,
3.0,3 bathroom,2.0,2018.0,Outer,Cash,كمبوند كابيتال هايتس,B(Compound),2948000.0,22904.2,semi,Own,
2.0,3 bathroom,1.0,2029.0,Outer,Installments,Nasr City,B(Compound),5162000.0,41699.65,without,Investment,11223000.0
3.0,3 bathroom,1.0,2026.0,Inner,Cash or Installments,Village West Compound,B(Compound),13027000.0,99663.38,superlux,Own,
3.0,3 bathroom,1.0,2025.0,Outer,Installments,Vgk,C(BASICS),11648000.0,74695.4,superlux,Own,
3.0,1 bathroom,5.0,2023.0,Inner,Cash or Installments,Taj City,C(BASICS),4197000.0,48553.91,semi,Own,
3.0,3 bathroom,4.0,2024.0,Outer,Cash or Installments,Sarai New Cairo,C(BASICS),13239000.0,77317.06,semi,Own,
3.0,3 bathroom,1.0,2025.0,Outer,Cash,اللوتس الجنوبيه,C(BASICS),7180000.0,35682.34,superlux,Own,
1.0,1 bathroom,4.0,2026.0,Inner,Installments,A Fully,C(BASICS),3074000.0,46859.76,superlux,Own,
3.0,3 bathroom,3.0,2026.0,Outer,Cash,A Prime Location,B(Compound),5923000.0,47878.1,superlux,Own,
3.0,3 bathroom,5.0,2024.0,Outer,Cash or Installments,شارع المشير أحمد,C(BASICS),6775000.0,33903.82,semi,Own,
2.0,2 bathroom,1.0,2026.0,Outer,Cash or Installments,شارع الثورة,C(BASICS),7734000.0,51093.35,semi,Own,
3.0,2 bathroom,6.0,2027.0,Outer,Cash or Installments,Tabarak Compound,B(Compound),6072000.0,40124.23,superlux,Investment,14199000.0
3.0,3 bathroom,2.0,2022.0,Outer,Cash,Sixteenth Neighborhood,C(BASICS),6240000.0,27507.16,superlux,Own,
3.0,2 bathroom,3.0,2025.0,Outer,Cash,حدائق الاهرام,C(BASICS),3537000.0,17296.69,semi,Own,
1.0,1 bathroom,1.0,2025.0,Outer,Cash or Installments,Mubarak 6 With,C(BASICS),3533000.0,40451.11,semi,Own,
3.0,3 bathroom,3.0,2028.0,Inner,Cash or Installments,كمبوند ادريس هوم,B(Compound),3912000.0,27593.99,semi,Investment,9115000.0
3.0,2 bathroom,1.0,2028.0,Inner,Installments,الحي الثاني,C(BASICS),3855000.0,23927.75,semi,Investment,6486000.0
3.0,2 bathroom,4.0,2025.0,Inner,Cash,بارك كورنر,C(BASICS),7376000.0,42291.15,superlux,Own,
3.0,3 bathroom,2.0,2024.0,Inner,Cash,Stone Residence,B(Compound),9174000.0,53331.01,superlux,Own,
2.0,,3.0,2015.0,Outer,Cash,كمبوند فيفث سكوير,B(Compound),7057000.0,50320.88,superlux,Own,
1.0,1 bathroom,1.0,2026.0,Inner,Installments,Lavenda Beach Resort,B(Compound),3448000.0,44427.26,superlux,Own,
2.0,1 bathroom,1.0,2026.0,Outer,Installments,Mubarak 6,C(BASICS),3802000.0,48900.32,superlux,Own,
3.0,2 bathroom,2.0,2028.0,Inner,Cash or Installments,Sarai Compound,B(Compound),8885000.0,54971.23,semi,Investment,20699000.0
3.0,3 bathroom,1.0,2018.0,Inner,Cash,Abd El,C(BASICS),1839000.0,15358.28,semi,Own,
3.0,2 bathroom,3.0,2025.0,Outer,Cash or Installments,Bait El Watan,C(BASICS),1350000.0,9124.7,semi,Own,
3.0,2 bathroom,1.0,2028.0,Outer,Installments,المجاورة الثانية,C(BASICS),3436000.0,20551.47,semi,Investment,5727000.0
3.0,3 bathroom,3.0,2029.0,Outer,Cash or Installments,كمبوند النخيل,B(Compound),6253000.0,31580.81,semi,Investment,14103000.0
3.0,2 bathroom,1.0,2026.0,Inner,Installments,My City,B(Compound),15989000.0,53337.56,superlux,Own,
1.0,1 bathroom,1.0,2028.0,Inner,Cash or Installments,Green Revolution,C(BASICS),5361000.0,51385.03,semi,Investment,9097000.0
3.0,2 bathroom,2.0,2020.0,Inner,Cash or Installments,Mohamed Naguib,B(Compound),3366000.0,23433.58,superlux,Own,
2.0,2 bathroom,4.0,2024.0,Outer,Cash,كمبوند كيان –,B(Compound),4914000.0,42289.16,semi,Own,
3.0,3 bathroom,1.0,2028.0,Outer,Cash or Installments,مروج دور مرتفع,C(BASICS),6431000.0,38391.74,without,Investment,9887000.0
3.0,3 bathroom,2.0,2028.0,Outer,Cash or Installments,كمبوند رامتان,B(Compound),6088000.0,41471.39,semi,Investment,13796000.0
2.0,2 bathroom,3.0,2025.0,Inner,Cash or Installments,Sarai Ready To,B(Compound),5137000.0,42627.17,semi,Own,
3.0,3 bathroom,3.0,2020.0,Inner,Cash,البنفسج فيلات,C(BASICS),8554000.0,38211.38,superlux,Own,
1.0,1 bathroom,1.0,2000.0,Outer,Cash,بادية بالم هيلز,C(BASICS),4113000.0,54986.63,superlux,Own,
3.0,2 bathroom,2.0,2024.0,Outer,Cash,مدينة نصر من,C(BASICS),3722000.0,19875.05,superlux,Own,
3.0,2 bathroom,2.0,2026.0,Outer,Cash or Installments,مناطق فرعية بالمهندسين,C(BASICS),6804000.0,33279.53,semi,Own,
1.0,1 bathroom,2.0,2025.0,Inner,Cash,A Resort Lifestyle,C(BASICS),4212000.0,37038.34,superlux,Own,
3.0,2 bathroom,1.0,2007.0,Outer,Cash,El,C(BASICS),5946000.0,23436.21,superlux,Own,
3.0,2 bathroom,1.0,2025.0,Inner,Installments,Al,C(BASICS),5107000.0,50409.63,superlux,Own,
2.0,1 bathroom,4.0,2025.0,Inner,Cash or Installments,Latin City,C(BASICS),5714000.0,44055.51,superlux,Own,
2.0,1 bathroom,1.0,2025.0,Outer,Cash or Installments,Neighborhood 7,C(BASICS),2797000.0,26211.23,semi,Own,
3.0,1 bathroom,11.0,2026.0,Outer,Cash,El,C(BASICS),3758000.0,26777.83,superlux,Own,
2.0,2 bathroom,5.0,2001.0,Outer,Cash,مدينه بدر استلام,C(BASICS),3380000.0,24884.05,superlux,Own,
2.0,2 bathroom,4.0,2024.0,Outer,Cash or Installments,Magra Resort,B(Compound),9630000.0,61263.44,semi,Own,
2.0,2 bathroom,3.0,2024.0,Outer,Cash or Installments,شارع السودان,C(BASICS),3595000.0,23770.17,semi,Own,
3.0,2 bathroom,3.0,2028.0,Outer,Installments,Mv,C(BASICS),10259000.0,63871.25,semi,Investment,16557000.0
3.0,2 bathroom,2.0,2028.0,Outer,Installments,The Pearl Compound,B(Compound),4730000.0,30985.92,superlux,Investment,11079000.0
3.0,2 bathroom,2.0,2028.0,Outer,Cash or Installments,El Shaheed Ahmed,C(BASICS),1666000.0,12755.53,semi,Investment,2688000.0
2.0,2 bathroom,2.0,2026.0,Inner,Installments,Makany Compound,B(Compound),5351000.0,36189.64,superlux,Own,
1.0,1 bathroom,1.0,2027.0,Inner,Installments,Dejoya 4,C(BASICS),3746000.0,36489.38,superlux,Investment,6509000.0
2.0,2 bathroom,3.0,2024.0,Outer,Cash,6Th Of October,C(BASICS),3322000.0,18991.54,superlux,Own,
3.0,2 bathroom,4.0,2000.0,Outer,Cash,One Of The,C(BASICS),8591000.0,46287.72,superlux,Own,
2.0,2 bathroom,1.0,2025.0,Inner,Cash,One Scene,C(BASICS),4543000.0,64366.68,superlux,Own,
2.0,2 bathroom,2.0,2016.0,Outer,Cash,المنطقة السياحية ب,C(BASICS),3308000.0,20371.97,superlux,Own,
3.0,2 bathroom,5.0,2021.0,Outer,Cash,شارع البطل أحمد,C(BASICS),8622000.0,38902.68,without,Own,
2.0,1 bathroom,4.0,2019.0,Outer,Cash,10Th Of Ramadan,C(BASICS),1689000.0,13795.64,superlux,Own,
3.0,2 bathroom,1.0,2025.0,Inner,Cash,Andalus 1,C(BASICS),3228000.0,25824.0,superlux,Own,
3.0,2 bathroom,3.0,2023.0,Outer,Cash,كمبوند ماونتن فيو,B(Compound),8378000.0,51770.38,semi,Own,
3.0,3 bathroom,1.0,2022.0,Outer,Installments,Grand City Compound,B(Compound),4229000.0,36422.36,semi,Own,
3.0,2 bathroom,3.0,2024.0,Inner,Cash,شارع نصر خسرو,C(BASICS),5256000.0,29037.07,superlux,Own,
2.0,1 bathroom,1.0,2027.0,Outer,Installments,Arabia,C(BASICS),2885000.0,36607.03,superlux,Investment,4841000.0
3.0,3 bathroom,10.0,2014.0,Outer,Cash,كمبوند سوديك ايست,B(Compound),11060000.0,70544.71,superlux,Own,
3.0,1 bathroom,3.0,2025.0,Inner,Cash,A Prime Location,B(Compound),12847000.0,81387.39,superlux,Own,
3.0,3 bathroom,3.0,2028.0,Inner,Cash or Installments,Address Home 2,C(BASICS),4906000.0,31834.4,without,Investment,7789000.0
2.0,3 bathroom,3.0,2025.0,Outer,Cash or Installments,Zaid Ebn Haretha,C(BASICS),7470000.0,32887.21,semi,Own,
2.0,2 bathroom,2.0,2025.0,Outer,Installments,A Full,B(Compound),8131000.0,68523.51,semi,Own,
2.0,1 bathroom,1.0,2026.0,Inner,Cash,Mohammed Farid St.,C(BASICS),4976000.0,46535.12,superlux,Own,
2.0,2 bathroom,4.0,2026.0,Inner,Cash,Shababik Marquee Compound,B(Compound),5267000.0,62457.01,superlux,Own,
2.0,,8.0,2000.0,Outer,Cash,مساكن الضباط,C(BASICS),3285000.0,28770.36,superlux,Own,
2.0,2 bathroom,1.0,2026.0,Inner,Installments,Madinaty (Talaat Mostafa),B(Compound),5394000.0,45488.28,superlux,Own,
2.0,2 bathroom,2.0,2025.0,Inner,Installments,Sephora Heights Compound,B(Compound),8083000.0,74401.69,superlux,Own,
3.0,2 bathroom,1.0,2025.0,Inner,Installments,Al,C(BASICS),5957000.0,31824.98,superlux,Own,
1.0,1 bathroom,2.0,2025.0,Outer,Installments,The Heart Of,C(BASICS),2640000.0,46291.43,superlux,Own,
3.0,3 bathroom,3.0,2026.0,Outer,Installments,النرجس الجديدة,C(BASICS),4993000.0,26016.05,semi,Own,
3.0,3 bathroom,4.0,2015.0,Outer,Cash,شارع شهاب,C(BASICS),8727000.0,40615.26,superlux,Own,
2.0,1 bathroom,2.0,2021.0,Outer,Installments,The Village West,B(Compound),8571000.0,71844.09,semi,Own,
3.0,3 bathroom,2.0,2026.0,Outer,Installments,Almaqsed,B(Compound),5450000.0,30654.14,superlux,Own,
3.0,3 bathroom,2.0,2028.0,Outer,Cash or Installments,كمبوند معادي في,B(Compound),4291000.0,35773.24,semi,Investment,9681000.0
3.0,3 bathroom,1.0,2027.0,Inner,Cash or Installments,كومبوندمتكامل الخدمات,C(BASICS),3388000.0,28748.41,without,Investment,5373000.0
2.0,1 bathroom,3.0,2016.0,Outer,Cash,حدائق المهندسين,C(BASICS),3977000.0,41088.96,superlux,Own,
3.0,3 bathroom,2.0,2025.0,Outer,Cash,6Th Of October,C(BASICS),2445000.0,16288.06,semi,Own,
3.0,3 bathroom,1.0,2017.0,Outer,Cash,شارع البطل أحمد,C(BASICS),7901000.0,38016.65,superlux,Own,
3.0,3 bathroom,2.0,2028.0,Outer,Cash or Installments,كمبوند ادريس هوم,B(Compound),5167000.0,31105.89,without,Investment,11097000.0
3.0,3 bathroom,4.0,2009.0,Outer,Cash,Noor City Over,B(Compound),11737000.0,74172.14,superlux,Own,
3.0,3 bathroom,2.0,2025.0,Outer,Installments,شارع سعد بن,C(BASICS),1894000.0,11249.03,semi,Own,
3.0,3 bathroom,2.0,2028.0,Outer,Cash or Installments,Tesla Residence Compound,B(Compound),4379000.0,33282.66,semi,Investment,9865000.0
3.0,1 bathroom,3.0,2025.0,Outer,Cash,Mohammed Farid St.,C(BASICS),6160000.0,46997.79,superlux,Own,
2.0,1 bathroom,1.0,2026.0,Outer,Cash,Bloom Fields –,B(Compound),4180000.0,40689.19,superlux,Own,
3.0,3 bathroom,2.0,2028.0,Inner,Cash or Installments,Address Home 2,C(BASICS),5222000.0,32915.22,semi,Investment,8817000.0
3.0,2 bathroom,2.0,2024.0,Outer,Cash,المربع الذهبي,C(BASICS),3101000.0,23648.29,superlux,Own,
3.0,2 bathroom,1.0,2026.0,Inner,Installments,شارع عباس العقاد,C(BASICS),7284000.0,33706.62,superlux,Investment,12681000.0
3.0,3 bathroom,5.0,2028.0,Inner,Cash or Installments,The Butterfly Compound,B(Compound),13109000.0,93542.17,semi,Investment,30471000.0
3.0,3 bathroom,3.0,2024.0,Inner,Cash,طريق 6 اكتوبر,C(BASICS),3785000.0,30450.52,superlux,Own,
3.0,3 bathroom,2.0,2025.0,Outer,Cash or Installments,El Andalus 1,C(BASICS),4601000.0,24533.43,semi,Own,
1.0,1 bathroom,1.0,2025.0,Outer,Installments,Mubarak 6,C(BASICS),5488000.0,49539.63,superlux,Own,
3.0,3 bathroom,2.0,2026.0,Inner,Installments,Capital Gardens,B(Compound),9832000.0,52192.38,superlux,Own,
3.0,3 bathroom,1.0,2022.0,Outer,Cash,Bloomfields,C(BASICS),13430000.0,57997.93,superlux,Own,
3.0,3 bathroom,1.0,2026.0,Outer,Installments,Makram Ebeid Street,C(BASICS),5685000.0,33370.51,superlux,Investment,9626000.0
2.0,2 bathroom,1.0,2026.0,Inner,Cash,شارع محمد صبري,C(BASICS),5003000.0,33728.85,superlux,Own,
3.0,3 bathroom,5.0,2025.0,Outer,Cash,Area H,C(BASICS),4095000.0,23565.63,semi,Own,
3.0,2 bathroom,1.0,2026.0,Inner,Installments,Sarai Compound With,B(Compound),4397000.0,33022.91,superlux,Own,
3.0,3 bathroom,2.0,2025.0,Outer,Cash,بارك كورنر,C(BASICS),7644000.0,57189.88,superlux,Own,
3.0,3 bathroom,9.0,2017.0,Outer,Cash or Installments,شارع الملك فيصل,C(BASICS),1817000.0,11505.1,without,Own,
3.0,2 bathroom,1.0,2029.0,Inner,Cash or Installments,The Butterfly Compound,B(Compound),10598000.0,74855.21,semi,Investment,24674000.0
3.0,3 bathroom,2.0,2002.0,Outer,Cash,الخمائل,C(BASICS),4624000.0,29193.76,superlux,Own,
3.0,3 bathroom,1.0,2002.0,Outer,Cash,Ramo Buildings,B(Compound),5882000.0,39397.19,superlux,Own,
3.0,2 bathroom,2.0,2028.0,Inner,Cash or Installments,Sheikh Zayed,C(BASICS),4807000.0,42954.16,semi,Investment,9310000.0
3.0,1 bathroom,4.0,2024.0,Inner,Installments,Creek Town Il,C(BASICS),6369000.0,40463.79,superlux,Own,
3.0,3 bathroom,2.0,2026.0,Outer,Installments,مدينة نصر,C(BASICS),8661000.0,39575.05,superlux,Own,
2.0,2 bathroom,1.0,2027.0,Inner,Installments,A Luxury Resort,C(BASICS),5895000.0,50587.83,superlux,Investment,10377000.0
2.0,1 bathroom,3.0,2016.0,Outer,Cash,حدائق المهندسين,C(BASICS),3415000.0,40712.92,superlux,Own,
2.0,2 bathroom,1.0,2025.0,Inner,Cash,R8,B(Compound),4167000.0,36746.03,superlux,Own,
3.0,3 bathroom,1.0,2028.0,Inner,Installments,شارع إدريس,C(BASICS),5449000.0,34458.99,superlux,Investment,9579000.0
2.0,1 bathroom,3.0,2023.0,Inner,Cash,Farouk El,C(BASICS),3950000.0,34780.31,superlux,Own,
2.0,2 bathroom,4.0,2024.0,Inner,Cash,مدينتي,C(BASICS),7011000.0,60801.32,superlux,Own,
2.0,4 bathroom,1.0,2029.0,Inner,Cash or Installments,Taj City Over,B(Compound),17398000.0,95514.69,semi,Investment,40787000.0
4.0,3 bathroom,2.0,2025.0,Inner,Cash,شارع جامعة الدول,B(Compound),9246000.0,37280.75,without,Own,
3.0,1 bathroom,1.0,2025.0,Inner,Installments,جنوب طريق السويس,C(BASICS),3519000.0,24440.89,semi,Own,
2.0,2 bathroom,2.0,2028.0,Inner,Cash or Installments,Al Borouj Finest,C(BASICS),5038000.0,35993.43,superlux,Investment,8887000.0
2.0,1 bathroom,3.0,2028.0,Outer,Cash or Installments,Zamoon Compound,B(Compound),4392000.0,39231.8,semi,Investment,9878000.0
3.0,3 bathroom,1.0,2020.0,Inner,Cash,الاندلس ثاني نمره,C(BASICS),3593000.0,20713.71,semi,Own,
3.0,3 bathroom,1.0,2026.0,Inner,Cash,المستثمر الصغير,C(BASICS),3695000.0,26133.39,superlux,Own,
3.0,3 bathroom,3.0,2025.0,Inner,Cash,Village West Compound,B(Compound),11429000.0,80713.28,superlux,Own,
3.0,3 bathroom,2.0,2025.0,Inner,Cash,شارع محمد صبري,C(BASICS),5798000.0,34677.03,superlux,Own,
2.0,2 bathroom,3.0,2023.0,Outer,Cash,Other Neighborhoods In,C(BASICS),3287000.0,33865.65,superlux,Own,
2.0,2 bathroom,2.0,2027.0,Outer,Cash or Installments,Zamoon Compound,B(Compound),3226000.0,43612.28,semi,Investment,7285000.0
2.0,2 bathroom,1.0,2027.0,Outer,Installments,المجاورة الثانية,C(BASICS),4059000.0,26297.38,superlux,Investment,6830000.0
2.0,2 bathroom,3.0,2019.0,Outer,Cash,Sarai Over 8,C(BASICS),6124000.0,50615.75,superlux,Own,
2.0,2 bathroom,1.0,2023.0,Inner,Cash or Installments,مدينتي,C(BASICS),7167000.0,70478.91,superlux,Own,
